496	314	246
286	310	245
652	506	244
580	346	239
288	310	238
582	350	237
618	394	237
562	334	235
490	318	234
644	508	234
556	332	232
646	484	230
652	510	230
554	332	227
584	352	226
648	492	225
572	340	224
490	312	224
476	308	218
566	336	218
488	312	218
354	296	217
264	326	217
438	306	217
492	312	217
628	402	216
356	296	216
352	296	216
440	306	216
436	306	216
644	466	216
644	464	215
374	296	215
376	296	215
498	314	215
358	296	215
644	468	215
334	298	215
372	296	215
418	304	214
390	298	214
336	298	214
652	512	214
364	296	214
366	296	214
550	332	214
582	352	214
434	306	214
360	296	214
370	296	214
362	296	214
368	296	214
324	300	214
272	316	213
644	462	213
506	316	213
302	306	213
658	526	213
638	436	213
644	470	213
664	544	213
548	330	213
636	430	213
432	306	213
416	304	213
378	296	213
514	318	213
662	538	213
654	516	213
388	298	212
660	532	212
308	304	212
634	424	212
316	302	212
642	450	212
520	320	212
666	550	212
526	322	212
350	296	212
442	306	212
500	314	212
528	322	212
400	300	212
292	310	212
644	482	212
408	302	212
544	328	212
640	442	212
508	316	212
326	300	212
552	332	212
310	304	212
598	368	212
534	324	212
410	302	212
392	298	212
338	298	211
420	304	211
430	306	211
402	300	211
656	522	211
304	306	211
642	448	211
632	420	211
296	308	211
540	326	211
656	520	211
644	472	211
538	326	211
318	302	211
584	354	211
658	528	211
512	318	211
666	552	211
614	388	211
664	546	211
600	370	211
662	536	210
314	302	210
522	320	210
532	324	210
398	300	210
638	434	210
636	428	210
298	308	210
578	344	210
596	366	210
486	312	210
586	356	210
660	534	210
414	304	210
320	302	210
258	332	210
610	382	210
504	316	210
604	374	210
662	540	210
640	444	210
260	330	210
608	380	210
422	306	210
630	414	119
460	300	556
462	300	554
470	302	550
458	300	533
274	312	528
630	396	528
278	310	525
464	300	518
632	400	499
456	300	496
268	316	461
472	302	459
454	300	447
270	314	445
466	300	444
652	494	444
626	390	436
628	392	433
282	308	432
266	318	431
276	310	416
476	304	411
646	492	390
280	308	388
632	398	387
452	300	387
580	340	386
624	388	384
574	336	380
634	404	377
654	498	377
646	496	376
474	302	374
652	492	373
672	540	371
272	312	371
672	538	370
264	320	366
630	394	357
468	300	356
586	344	354
588	346	353
572	334	351
564	330	350
568	332	349
458	306	348
578	338	348
672	536	346
582	342	346
672	542	345
280	316	336
646	498	334
590	348	325
654	496	322
584	342	321
650	502	318
634	402	318
674	542	317
634	406	316
270	322	312
576	336	309
566	330	306
644	494	304
672	534	300
652	490	299
674	540	296
622	386	295
266	316	294
634	408	294
476	302	291
264	318	287
286	306	287
650	486	286
674	544	286
626	388	286
284	306	283
560	328	282
278	308	282
262	322	280
462	308	277
562	328	277
674	546	276
672	544	273
592	350	273
470	300	273
656	502	272
636	410	270
274	310	268
580	338	267
636	412	267
624	386	266
570	332	265
268	314	265
574	334	264
272	322	263
588	344	262
628	390	261
582	340	261
590	346	260
288	306	257
632	396	256
656	500	254
656	504	253
478	304	251
262	320	251
636	408	250
674	548	248
458	298	248
674	538	247
654	494	246
450	300	244
650	504	244
460	298	242
456	298	242
634	410	241
636	414	240
592	348	239
586	342	238
592	352	238
478	306	237
450	302	237
672	532	236
624	402	236
454	298	236
652	488	235
672	546	234
634	400	234
622	398	233
564	328	232
282	306	230
462	298	230
280	318	229
568	330	227
472	300	224
650	484	221
452	298	220
374	290	220
444	300	220
650	466	219
354	290	219
356	290	219
372	290	219
442	300	219
650	468	219
492	306	218
274	322	218
370	290	218
440	300	218
650	470	218
578	336	217
358	290	217
446	300	217
376	290	217
352	290	217
650	464	217
390	292	217
648	452	217
638	414	217
336	292	217
494	306	217
360	290	217
368	290	217
438	300	217
650	472	217
434	300	216
650	478	216
650	482	216
650	476	216
490	306	216
364	290	216
366	290	216
436	300	216
650	474	216
388	292	216
430	300	216
432	300	216
650	480	216
362	290	216
658	508	216
338	292	216
648	454	216
644	436	216
660	512	215
400	294	215
428	300	215
674	550	215
326	294	215
642	430	215
520	312	215
674	552	215
668	532	215
416	298	215
458	308	215
318	296	215
504	308	215
662	516	215
512	310	215
312	298	215
408	296	215
552	324	215
670	538	215
666	526	215
538	318	214
646	444	214
410	296	214
646	442	214
514	310	65
460	300	556
462	300	554
470	302	550
458	300	533
274	312	528
630	396	528
278	310	525
464	300	518
632	400	499
456	300	496
268	316	461
472	302	459
454	300	447
270	314	445
466	300	444
652	494	444
626	390	436
628	392	433
282	308	432
266	318	431
276	310	416
476	304	411
646	492	390
280	308	388
632	398	387
452	300	387
580	340	386
624	388	384
574	336	380
634	404	377
654	498	377
646	496	376
474	302	374
652	492	373
672	540	371
272	312	371
672	538	370
264	320	366
630	394	357
468	300	356
586	344	354
588	346	353
572	334	351
564	330	350
568	332	349
458	306	348
578	338	348
672	536	346
582	342	346
672	542	345
280	316	336
646	498	334
590	348	325
654	496	322
584	342	321
650	502	318
634	402	318
674	542	317
634	406	316
270	322	312
576	336	309
566	330	306
644	494	304
672	534	300
652	490	299
674	540	296
622	386	295
266	316	294
634	408	294
476	302	291
264	318	287
286	306	287
650	486	286
674	544	286
626	388	286
284	306	283
560	328	282
278	308	282
262	322	280
462	308	277
562	328	277
674	546	276
672	544	273
592	350	273
470	300	273
656	502	272
636	410	270
274	310	268
580	338	267
636	412	267
624	386	266
570	332	265
268	314	265
574	334	264
272	322	263
588	344	262
628	390	261
582	340	261
590	346	260
288	306	257
632	396	256
656	500	254
656	504	253
478	304	251
262	320	251
636	408	250
674	548	248
458	298	248
674	538	247
654	494	246
450	300	244
650	504	244
460	298	242
456	298	242
634	410	241
636	414	240
592	348	239
586	342	238
592	352	238
478	306	237
450	302	237
672	532	236
624	402	236
454	298	236
652	488	235
672	546	234
634	400	234
622	398	233
564	328	232
282	306	230
462	298	230
280	318	229
568	330	227
472	300	224
650	484	221
452	298	220
374	290	220
444	300	220
650	466	219
354	290	219
356	290	219
372	290	219
442	300	219
650	468	219
492	306	218
274	322	218
370	290	218
440	300	218
650	470	218
578	336	217
358	290	217
446	300	217
376	290	217
352	290	217
650	464	217
390	292	217
648	452	217
638	414	217
336	292	217
494	306	217
360	290	217
368	290	217
438	300	217
650	472	217
434	300	216
650	478	216
650	482	216
650	476	216
490	306	216
364	290	216
366	290	216
436	300	216
650	474	216
388	292	216
430	300	216
432	300	216
650	480	216
362	290	216
658	508	216
338	292	216
648	454	216
644	436	216
660	512	215
400	294	215
428	300	215
674	550	215
326	294	215
642	430	215
520	312	215
674	552	215
668	532	215
416	298	215
458	308	215
318	296	215
504	308	215
662	516	215
512	310	215
312	298	215
408	296	215
552	324	215
670	538	215
666	526	215
538	318	214
646	444	214
410	296	214
646	442	214
514	310	65
460	300	556
462	300	554
470	302	550
458	300	533
274	312	528
630	396	528
278	310	525
464	300	518
632	400	499
456	300	496
268	316	461
472	302	459
454	300	447
270	314	445
466	300	444
652	494	444
626	390	436
628	392	433
282	308	432
266	318	431
276	310	416
476	304	411
646	492	390
280	308	388
632	398	387
452	300	387
580	340	386
624	388	384
574	336	380
634	404	377
654	498	377
646	496	376
474	302	374
652	492	373
672	540	371
272	312	371
672	538	370
264	320	366
630	394	357
468	300	356
586	344	354
588	346	353
572	334	351
564	330	350
568	332	349
458	306	348
578	338	348
672	536	346
582	342	346
672	542	345
280	316	336
646	498	334
590	348	325
654	496	322
584	342	321
650	502	318
634	402	318
674	542	317
634	406	316
270	322	312
576	336	309
566	330	306
644	494	304
672	534	300
652	490	299
674	540	296
622	386	295
266	316	294
634	408	294
476	302	291
264	318	287
286	306	287
650	486	286
674	544	286
626	388	286
284	306	283
560	328	282
278	308	282
262	322	280
462	308	277
562	328	277
674	546	276
672	544	273
592	350	273
470	300	273
656	502	272
636	410	270
274	310	268
580	338	267
636	412	267
624	386	266
570	332	265
268	314	265
574	334	264
272	322	263
588	344	262
628	390	261
582	340	261
590	346	260
288	306	257
632	396	256
656	500	254
656	504	253
478	304	251
262	320	251
636	408	250
674	548	248
458	298	248
674	538	247
654	494	246
450	300	244
650	504	244
460	298	242
456	298	242
634	410	241
636	414	240
592	348	239
586	342	238
592	352	238
478	306	237
450	302	237
672	532	236
624	402	236
454	298	236
652	488	235
672	546	234
634	400	234
622	398	233
564	328	232
282	306	230
462	298	230
280	318	229
568	330	227
472	300	224
650	484	221
452	298	220
374	290	220
444	300	220
650	466	219
354	290	219
356	290	219
372	290	219
442	300	219
650	468	219
492	306	218
274	322	218
370	290	218
440	300	218
650	470	218
578	336	217
358	290	217
446	300	217
376	290	217
352	290	217
650	464	217
390	292	217
648	452	217
638	414	217
336	292	217
494	306	217
360	290	217
368	290	217
438	300	217
650	472	217
434	300	216
650	478	216
650	482	216
650	476	216
490	306	216
364	290	216
366	290	216
436	300	216
650	474	216
388	292	216
430	300	216
432	300	216
650	480	216
362	290	216
658	508	216
338	292	216
648	454	216
644	436	216
660	512	215
400	294	215
428	300	215
674	550	215
326	294	215
642	430	215
520	312	215
674	552	215
668	532	215
416	298	215
458	308	215
318	296	215
504	308	215
662	516	215
512	310	215
312	298	215
408	296	215
552	324	215
670	538	215
666	526	215
538	318	214
646	444	214
410	296	214
646	442	214
514	310	65
628	398	146
276	316	141
626	396	139
272	318	130
630	400	130
628	396	127
626	394	127
274	316	126
650	496	125
626	400	121
270	322	115
280	316	115
462	308	114
650	492	112
468	308	109
276	314	109
268	322	108
632	404	106
280	312	105
626	392	104
630	398	103
284	312	103
270	318	100
268	320	99
472	308	97
628	394	95
624	390	95
272	316	93
632	402	93
580	342	92
622	390	91
572	336	91
282	316	90
650	490	90
456	308	88
584	344	88
630	406	87
654	500	86
632	406	86
278	320	85
576	340	85
266	322	85
566	332	85
278	312	85
586	346	84
654	502	84
580	340	83
286	312	83
284	310	82
474	308	82
652	494	82
582	344	80
582	342	80
584	346	80
286	310	79
574	336	78
622	388	78
586	344	78
624	400	78
588	346	77
454	308	77
274	314	77
564	330	76
588	348	76
464	306	76
654	504	76
462	306	75
648	486	74
282	310	74
466	306	74
644	498	74
266	324	74
654	498	73
632	408	73
460	306	73
570	334	73
572	340	72
578	338	71
584	342	71
468	306	71
476	308	70
630	396	70
458	306	70
572	334	69
590	348	69
578	344	69
632	400	69
288	310	68
568	332	67
452	308	66
582	346	66
470	306	65
626	390	65
650	488	65
456	306	65
624	388	64
588	350	62
468	312	62
454	310	62
288	312	61
560	328	61
652	492	61
266	320	61
558	328	60
268	318	60
648	484	60
566	330	60
654	506	60
576	336	59
472	306	59
474	312	58
576	344	58
592	350	58
264	324	58
472	312	58
460	312	57
634	408	57
628	392	57
454	306	57
646	484	57
656	504	57
280	310	55
634	404	55
476	312	55
634	406	55
582	340	55
590	352	55
276	312	55
592	352	54
654	496	54
562	328	54
338	298	54
556	328	54
656	502	54
556	330	54
622	386	53
622	398	53
340	298	53
380	298	53
336	298	53
666	536	53
530	318	53
514	314	53
264	322	53
382	298	53
440	308	53
670	548	53
590	346	53
588	344	52
290	310	52
666	534	52
504	312	52
378	298	52
606	368	52
528	318	52
270	316	52
636	418	52
636	414	52
294	308	52
644	442	52
512	314	52
646	462	52
612	376	52
608	370	52
574	344	52
324	300	52
660	516	52
670	550	52
646	458	52
634	410	52
664	530	52
518	316	52
358	298	52
316	302	52
620	388	52
610	374	52
436	308	52
334	298	52
342	298	52
442	308	52
668	542	52
376	298	52
662	522	52
300	306	52
536	320	52
656	506	52
618	386	52
614	378	52
424	306	51
438	308	51
644	440	51
322	300	51
636	416	51
292	308	51
580	338	51
608	372	51
542	322	51
642	438	51
448	308	51
434	308	51
642	436	51
548	324	51
516	314	51
532	318	51
634	412	51
474	306	51
390	300	51
356	298	51
494	310	51
644	444	51
256	332	51
600	360	51
646	464	51
550	326	51
534	320	51
384	298	51
368	298	51
426	306	51
304	304	51
610	372	51
386	298	51
620	386	51
258	330	51
646	456	51
662	520	51
668	546	51
658	512	51
490	310	51
520	316	51
516	316	51
660	518	51
670	546	51
538	320	51
496	310	51
646	460	51
446	308	51
552	326	51
668	544	51
444	308	51
326	300	51
648	482	51
344	298	51
634	414	51
598	358	51
646	454	51
350	298	51
302	306	51
642	434	51
292	310	50
616	382	50
394	300	50
248	340	50
396	300	50
642	432	50
492	310	50
488	310	50
392	300	50
498	310	50
532	320	50
260	328	50
398	300	50
664	528	50
544	322	50
500	310	50
314	302	50
650	486	50
506	312	50
658	510	50
254	334	50
604	366	50
640	428	50
248	338	50
262	328	50
482	310	50
318	302	50
646	466	50
510	314	50
298	306	50
638	422	50
388	300	50
594	354	50
642	440	50
646	474	50
618	384	50
422	306	50
554	326	50
306	304	50
250	338	50
308	304	50
362	298	50
364	298	50
616	380	50
554	328	50
400	300	50
636	412	50
328	300	50
450	308	50
666	532	50
288	308	50
336	300	50
416	304	50
406	302	50
550	324	50
486	310	50
348	298	50
352	298	50
354	298	50
668	540	50
522	316	50
670	552	50
414	304	50
646	452	49
596	356	49
408	302	49
660	514	49
646	468	49
662	524	49
634	416	49
404	302	49
638	424	49
480	310	49
428	306	49
250	336	49
646	476	49
660	520	49
602	362	49
346	298	49
540	320	49
646	450	49
672	558	49
400	302	49
246	342	49
386	300	49
332	298	49
388	298	49
638	420	49
604	364	49
262	326	49
602	364	49
500	312	49
418	304	49
514	316	49
252	334	49
664	534	48
296	306	48
286	308	48
612	374	48
640	426	48
312	302	48
410	302	48
524	316	48
478	310	48
628	408	48
614	380	48
644	448	48
668	548	48
596	358	48
302	304	48
320	300	48
644	438	48
644	502	48
546	322	48
254	332	48
606	366	48
610	376	48
508	312	48
640	432	48
672	556	48
570	332	48
246	340	48
642	430	48
646	448	48
666	540	48
452	306	48
448	310	47
668	538	47
430	306	47
670	554	47
648	480	47
430	308	47
518	314	47
534	318	47
664	526	47
402	300	47
642	442	47
420	304	47
502	310	47
648	478	47
304	306	47
648	476	47
324	302	47
604	368	47
658	508	47
670	544	47
672	554	47
366	296	47
368	296	47
648	474	47
340	300	47
618	382	47
298	308	47
586	342	46
544	324	46
662	518	46
364	296	46
370	296	46
648	472	46
310	302	46
412	302	46
526	316	46
592	354	46
432	306	46
290	308	46
574	334	46
510	312	46
398	302	46
672	560	46
480	308	46
330	298	46
390	298	46
482	308	46
632	412	46
556	332	46
362	296	46
372	296	46
488	308	46
648	470	46
478	308	46
548	326	46
640	424	45
440	310	45
444	310	45
592	348	45
486	308	45
256	334	45
614	376	45
646	446	45
426	308	45
290	312	45
256	330	45
482	312	45
608	368	45
480	312	45
666	530	45
648	468	45
360	296	45
564	338	45
654	508	45
636	422	45
664	524	45
374	296	45
490	308	45
318	300	45
422	304	45
434	306	45
542	320	44
672	552	44
644	452	44
556	326	44
358	296	44
648	466	44
644	436	44
404	300	44
668	550	44
484	308	44
306	306	44
244	344	44
522	318	44
636	410	44
606	372	44
356	296	44
644	460	44
594	352	44
328	298	43
392	298	43
376	296	43
492	308	43
264	328	43
416	306	43
668	536	43
656	500	43
348	296	43
350	296	43
352	296	43
354	296	43
308	302	43
244	342	43
396	302	43
644	462	43
660	512	43
648	464	43
542	324	43
300	304	43
638	418	43
294	306	43
300	308	43
248	342	43
346	296	43
552	324	43
614	382	43
414	302	43
504	310	43
520	314	43
528	316	43
656	512	43
536	318	43
620	384	43
494	312	43
642	444	43
658	518	43
640	436	43
512	312	43
648	462	43
344	296	43
436	306	42
596	354	42
598	362	42
644	456	42
258	328	42
598	356	42
616	386	42
378	296	42
476	306	42
610	370	42
360	300	42
612	380	42
646	444	42
648	460	42
342	296	42
520	318	42
494	308	42
616	378	42
596	360	42
600	358	42
548	322	42
356	300	42
374	300	42
584	350	28
628	398	147
274	318	139
626	398	137
626	394	131
278	314	129
628	402	127
274	316	127
630	400	126
630	404	121
650	492	114
276	314	112
282	312	112
460	308	106
652	496	105
268	322	104
462	310	104
632	404	103
280	312	102
626	392	102
272	322	100
468	310	100
630	398	99
458	308	99
270	318	99
268	320	97
624	390	95
632	402	94
456	308	94
572	336	94
272	316	93
628	394	93
472	308	91
650	490	90
622	390	89
654	502	88
568	334	88
576	338	87
584	344	86
586	346	86
266	322	85
630	406	85
278	312	84
652	494	84
562	330	84
574	340	83
564	334	83
632	406	82
574	336	81
474	308	81
454	308	81
284	310	80
648	486	80
584	346	80
570	334	78
456	310	78
560	332	77
586	344	77
588	346	77
274	314	77
464	306	76
462	306	75
466	306	74
564	330	73
578	338	73
460	306	73
566	336	73
578	344	73
654	498	73
282	310	72
558	330	71
572	334	71
584	342	71
622	396	71
468	306	71
568	332	70
590	348	70
458	306	70
476	308	70
650	488	69
570	338	69
632	400	69
630	396	68
630	408	68
288	310	65
470	306	65
456	306	65
452	308	64
626	390	63
624	388	62
560	328	62
558	328	62
648	484	61
652	492	61
576	336	61
266	320	61
268	318	60
472	306	59
566	330	58
288	312	58
584	348	58
264	324	58
628	392	57
656	504	57
454	306	57
592	350	56
280	310	55
634	404	55
634	408	55
582	340	55
264	326	55
276	312	55
562	328	54
470	312	54
458	312	54
654	496	54
656	502	53
622	386	53
382	298	53
634	406	53
338	298	53
440	308	53
634	410	53
384	298	53
522	316	53
264	322	53
408	302	53
590	346	53
340	298	53
588	344	52
634	412	52
520	316	52
270	316	52
636	418	52
636	414	52
396	300	52
398	300	52
308	304	52
608	370	52
590	352	52
506	312	52
446	308	52
496	310	52
386	298	52
650	486	52
442	308	52
666	536	52
668	542	52
646	460	52
306	304	52
614	378	52
426	306	52
646	462	51
416	304	51
646	452	51
444	308	51
636	416	51
580	338	51
664	528	51
324	300	51
646	454	51
660	516	51
656	506	51
636	420	51
474	306	51
600	360	51
260	328	51
290	310	51
646	458	51
530	318	51
618	384	51
670	548	51
664	530	51
648	482	51
616	380	51
260	330	51
538	320	50
524	316	50
312	302	50
410	302	50
336	298	50
644	442	50
610	372	50
498	310	50
314	302	50
668	544	50
428	306	50
608	372	50
508	312	50
670	546	50
606	370	50
494	310	50
448	308	50
638	422	50
602	362	50
644	440	50
292	308	50
404	302	50
636	412	50
288	308	50
666	534	50
356	298	50
668	540	50
672	558	50
542	322	50
642	432	50
342	298	50
258	330	50
316	302	49
526	318	49
262	326	49
620	386	49
544	322	49
570	332	49
250	336	49
418	304	49
662	520	49
548	324	49
248	340	49
598	360	49
644	444	49
642	436	49
482	310	49
672	556	49
394	300	49
554	326	49
668	546	49
246	344	49
304	304	49
656	508	49
670	556	49
646	450	49
514	314	49
620	388	49
512	314	49
640	430	49
424	306	49
638	420	49
300	306	49
604	364	49
252	334	49
248	338	48
252	336	48
510	314	48
598	358	48
286	308	48
522	318	48
298	306	48
322	300	48
400	302	48
250	338	48
362	298	48
412	304	48
400	300	48
658	512	48
516	314	48
450	308	48
664	532	48
532	318	48
334	298	48
644	446	48
500	310	48
546	322	48
352	298	48
536	320	48
388	298	48
662	522	48
246	340	48
612	374	48
642	438	48
452	306	48
618	382	47
640	426	47
646	476	47
670	554	47
668	538	47
644	450	47
540	320	47
390	300	47
556	332	47
554	328	47
666	540	47
640	432	47
310	302	47
612	378	47
418	306	47
664	526	47
658	510	47
660	514	47
332	300	47
662	526	47
646	478	47
644	452	47
244	344	47
606	366	47
392	300	47
318	302	47
662	524	47
588	352	47
670	544	47
284	318	47
646	474	47
516	316	46
550	324	46
420	306	46
586	342	46
666	532	46
430	306	46
604	368	46
662	518	46
664	534	46
648	480	46
646	480	46
258	332	46
518	314	46
402	300	46
290	308	46
574	334	46
420	304	46
502	310	46
672	560	46
292	310	46
254	332	46
482	308	46
500	312	46
296	306	46
322	302	46
550	326	46
658	508	46
422	306	46
596	356	46
442	310	46
444	310	46
346	298	46
372	296	46
480	308	46
486	310	46
640	424	45
332	298	45
592	348	45
644	438	45
370	296	45
450	310	45
644	454	45
614	376	45
334	300	45
336	300	45
646	448	45
428	308	45
642	430	45
648	476	45
608	368	45
330	298	45
672	554	45
262	330	45
526	316	45
360	296	45
364	298	45
314	304	45
406	304	45
598	362	45
434	308	45
498	312	45
362	296	45
412	302	45
374	296	45
302	304	45
438	310	45
510	312	45
368	298	44
648	478	44
320	300	44
478	308	44
648	472	44
654	508	44
614	382	44
638	426	44
430	308	44
482	312	44
480	312	44
642	442	44
556	326	44
358	296	44
488	310	44
244	342	44
646	446	44
404	300	44
596	360	44
484	308	44
256	330	44
602	366	44
648	474	44
610	376	44
348	298	44
520	318	44
666	530	44
340	300	44
646	466	44
594	354	44
256	334	44
534	318	44
636	410	44
548	326	44
356	296	44
318	300	44
328	298	43
646	468	43
376	296	43
668	536	43
672	552	43
542	320	43
608	374	43
308	302	43
644	436	43
432	308	43
638	418	43
538	322	43
368	296	43
668	550	43
244	346	43
504	310	43
520	314	43
656	500	43
246	346	43
364	296	43
432	306	43
620	384	43
478	312	43
252	338	43
496	312	43
648	462	43
486	308	43
354	296	42
390	298	42
644	458	42
298	308	42
644	462	42
660	512	42
648	464	42
300	304	42
258	328	42
648	470	42
366	296	42
294	306	42
378	296	42
664	524	42
250	340	42
528	316	42
476	306	42
610	370	42
552	324	42
414	302	42
422	304	42
646	444	42
648	460	42
342	296	42
290	312	42
488	308	42
536	318	42
618	388	42
616	378	42
514	316	42
600	358	42
528	320	42
548	322	42
658	518	42
344	296	42
512	312	41
436	306	41
594	352	41
350	296	41
582	348	41
672	550	41
494	308	41
670	542	41
342	300	41
406	300	41
316	300	41
434	306	41
598	356	41
284	308	41
634	420	41
504	314	41
352	296	41
438	306	41
648	458	41
326	298	41
490	308	41
666	544	41
670	562	41
648	466	41
288	314	41
602	360	41
356	300	41
648	468	41
552	328	40
340	296	40
380	296	40
404	304	40
642	428	40
492	308	40
596	354	40
652	490	40
424	304	40
604	370	40
632	398	40
494	312	40
330	302	40
424	308	40
394	298	40
668	552	40
644	434	40
496	308	40
392	298	40
564	328	40
266	328	40
440	306	40
648	456	40
656	512	40
348	296	40
518	318	39
640	422	39
662	516	39
658	506	39
664	538	39
260	326	39
632	416	39
248	336	39
346	296	39
640	436	39
360	300	39
604	362	39
248	344	39
410	306	39
664	564	39
300	308	39
294	310	39
512	316	39
338	296	39
382	296	39
666	528	39
250	334	39
306	302	39
442	306	39
402	304	39
664	522	38
272	314	38
612	372	38
396	298	38
426	304	38
246	338	38
594	358	38
648	454	38
384	302	38
630	412	38
662	532	38
416	302	38
522	314	38
530	316	38
658	520	38
506	310	38
388	302	37
514	312	37
578	336	37
660	524	37
544	320	37
630	394	37
312	306	37
646	442	37
392	302	37
484	314	37
444	306	37
672	548	37
538	318	37
324	298	37
314	300	37
408	300	37
568	330	37
628	410	37
298	304	37
668	534	37
618	380	37
318	304	37
668	562	37
398	304	36
602	368	36
642	446	36
252	332	36
606	364	36
634	402	36
558	326	36
262	324	36
650	484	36
332	302	36
390	302	36
498	308	36
258	334	36
672	562	36
508	316	36
584	340	36
502	314	36
644	472	36
610	378	36
336	296	36
384	296	36
644	476	36
660	526	36
496	314	36
600	366	36
446	306	35
648	452	35
246	348	35
640	438	35
660	510	35
638	432	35
644	474	35
534	322	35
516	318	35
670	540	35
636	408	35
632	418	35
644	480	35
672	546	35
638	416	35
292	306	35
422	308	35
594	350	35
664	540	35
370	300	35
612	382	35
654	494	35
398	298	34
428	304	34
350	300	34
254	338	34
256	336	34
644	432	34
418	308	34
244	340	34
250	342	34
660	528	34
302	308	34
434	310	34
642	426	34
320	304	34
606	374	34
474	314	34
262	332	34
554	324	34
614	374	34
642	452	34
616	388	34
506	316	34
322	304	34
630	414	34
296	310	33
284	320	33
448	306	33
644	470	29
